Username,Freq(11pm-6am),Freq(6am-11pm),Total Freq
ICheetahI,1.0,0.0,1.0
BackSassMaster,0.0,1.0,1.0
flowerlilly,0.0,1.0,1.0
iVenus,0.0,1.0,1.0
SarahMascara,0.0,1.0,1.0
alx007,0.0,1.0,1.0
KaLiCiA4,0.0,1.0,1.0
twitch9025,0.0,1.0,1.0
chuckdarw1n,1.0,0.0,1.0
rappublicist,0.0,1.0,1.0
becsibarbi,1.0,0.0,1.0
AyalaSha,1.0,0.0,1.0
angeleyezrashi,1.0,0.0,1.0
Raycheyy,0.0,1.0,1.0
ryanbelk,0.0,1.0,1.0
heather_727,0.0,1.0,1.0
fueledbymadison,0.0,1.0,1.0
BkBap,0.0,1.0,1.0
anyamanda,1.0,0.0,1.0
MusicatedMinor,0.0,1.0,1.0
Gime_Radcliffe,0.0,1.0,1.0
musicmakesense,0.0,1.0,1.0
missAshleyDee,0.0,1.0,1.0
StanLevingson,1.0,0.0,1.0
admiralturnip,1.0,0.0,1.0
shonnoll,0.0,1.0,1.0
xneqrita,1.0,0.0,1.0
Erikbr00tal,0.0,1.0,1.0
myraphan,1.0,0.0,1.0
epiclykyla,0.0,1.0,1.0
brendankogrady,0.0,1.0,1.0
bethontop,1.0,0.0,1.0
zolierdos,0.0,1.0,1.0
IcarusWingz,1.0,0.0,1.0
JigsawFirefly,0.0,1.0,1.0
Kristy_Lee_,1.0,0.0,1.0
alltimeASIAN,0.0,1.0,1.0
hugwh0re,1.0,0.0,1.0
ahgandhi2,0.0,1.0,1.0
Ginnafied,0.0,1.0,1.0
TheresaTexas,0.0,1.0,1.0
MyInnerCougar,0.0,1.0,1.0
rhiZEE,1.0,0.0,1.0
moneymakn1,0.0,1.0,1.0
bernscalayan,0.0,1.0,1.0
daisychang,0.0,1.0,1.0
Ingeguity,0.0,1.0,1.0
MSUgirl3,1.0,0.0,1.0
totsy17,1.0,0.0,1.0
phenomena_kris,0.0,1.0,1.0
clarkeana,1.0,0.0,1.0
tonilicious14,1.0,0.0,1.0
kaylanadeau,0.0,1.0,1.0
adenstonexxx,0.0,1.0,1.0
cthackers,1.0,0.0,1.0
leeahkay,0.0,1.0,1.0
TTFrutti,1.0,0.0,1.0
melissaxjay,1.0,0.0,1.0
sayu65,0.0,1.0,1.0
tabathalacerda,0.0,1.0,1.0
mmalohlava,1.0,0.0,1.0
finetunedsuper,0.0,1.0,1.0
helen_bop,1.0,0.0,1.0
Anafrutilla,0.0,1.0,1.0
charliexrocks,1.0,1.0,2.0
angieb125,0.0,1.0,1.0
lala_beth,0.0,1.0,1.0
mnrmg,0.0,1.0,1.0
AlkalineCleanse,0.0,1.0,1.0
mateias,1.0,0.0,1.0
rajeshlalwani,1.0,0.0,1.0
_emmamullan_,1.0,0.0,1.0
simplyjj,0.0,1.0,1.0
sarkney,1.0,0.0,1.0
AnneSadler,1.0,0.0,1.0
danie_d,1.0,0.0,1.0
JasonFader,0.0,1.0,1.0
saabmagalona,0.0,1.0,1.0
eBISQUICK,1.0,1.0,2.0
Ginaloserface,0.0,1.0,1.0
tylersorrells,0.0,1.0,1.0
MadiInLove,0.0,1.0,1.0
tdkiscoolio,0.0,1.0,1.0
Zoleee_,0.0,1.0,1.0
sgraven,0.0,1.0,1.0
sixsevenone,0.0,1.0,1.0
lemonyfreshmm,0.0,1.0,1.0
LauraMcintyre_x,0.0,1.0,1.0
klinnert,1.0,0.0,1.0
deeeks,0.0,1.0,1.0
sunny525,1.0,2.0,3.0
hollyrosewood,0.0,1.0,1.0
wtfsiana,1.0,0.0,1.0
stellalowis,1.0,0.0,1.0
Mommy2brealsoon,0.0,1.0,1.0
SirCortez,1.0,0.0,1.0
starvemepretty,0.0,1.0,1.0
diabay,1.0,0.0,1.0
mwcomplete,0.0,1.0,1.0
Katydid36,0.0,1.0,1.0
ckrajewski,0.0,1.0,1.0
BrinaM,1.0,0.0,1.0
tweetybird05,0.0,1.0,1.0
buyul,0.0,1.0,1.0
zerre,0.0,1.0,1.0
xWhenYouSmile,1.0,0.0,1.0
Saidoo,0.0,1.0,1.0
solidadrocks,0.0,1.0,1.0
nokturn,1.0,0.0,1.0
simplegurl_2009,0.0,1.0,1.0
gardenmomof7,0.0,1.0,1.0
celebratingme,1.0,0.0,1.0
OwenGerrard,0.0,1.0,1.0
ftsKelly,0.0,1.0,1.0
Spainkiller,0.0,1.0,1.0
serendipityoo7,1.0,0.0,1.0
kopfbunt,1.0,0.0,1.0
JuicyLA,0.0,1.0,1.0
paulagene,1.0,0.0,1.0
cooliofree,1.0,0.0,1.0
clara018,0.0,2.0,2.0
ifrogz,0.0,1.0,1.0
pixonu,0.0,1.0,1.0
LibbyLou81,1.0,0.0,1.0
jessicaferrier,1.0,0.0,1.0
AngelSandre,0.0,1.0,1.0
renoir298,1.0,0.0,1.0
princess_izzie,1.0,0.0,1.0
FilleFemme,1.0,0.0,1.0
Kimberley__,0.0,1.0,1.0
Lenaistewart,0.0,1.0,1.0
GemmaParry,1.0,0.0,1.0
jamiejenkins87,1.0,0.0,1.0
Emakte,1.0,0.0,1.0
wendyedelson,0.0,1.0,1.0
erizego,0.0,1.0,1.0
ChrisTheFeral,0.0,1.0,1.0
sillysgood,0.0,1.0,1.0
MissTufty,1.0,0.0,1.0
PsychicSophie,0.0,1.0,1.0
NoSheds,1.0,0.0,1.0
ChauniLove,0.0,1.0,1.0
michaelEhull,0.0,1.0,1.0
casablancaangel,1.0,0.0,1.0
bigmatt22,0.0,1.0,1.0
nyonyo26,0.0,1.0,1.0
fluffboll,1.0,0.0,1.0
coliwilso,1.0,0.0,1.0
MsparkM,0.0,1.0,1.0
LinkedIn,0.0,1.0,1.0
ApatheticZodiac,0.0,1.0,1.0
DEMMILY,0.0,1.0,1.0
riotradio,1.0,0.0,1.0
apettengill,1.0,0.0,1.0
lamendes,0.0,1.0,1.0
moniiqiita92,1.0,0.0,1.0
nmaniacc,0.0,1.0,1.0
tesskisner,1.0,0.0,1.0
Melissaismyname,0.0,1.0,1.0
tina_m,1.0,0.0,1.0
SEOinSeattle,0.0,1.0,1.0
simplytangerine,1.0,0.0,1.0
ralpharama,1.0,0.0,1.0
cruzceleste,0.0,1.0,1.0
guestblogme,0.0,1.0,1.0
xPamRose,0.0,1.0,1.0
htimsttam,1.0,0.0,1.0
IrishHealth,0.0,1.0,1.0
xinstantkarmax,0.0,1.0,1.0
Manofleisure13,0.0,1.0,1.0
Liverpoolu,1.0,0.0,1.0
ashleydease,0.0,1.0,1.0
gsalter,1.0,0.0,1.0
grekwood,0.0,1.0,1.0
adam1975,1.0,0.0,1.0
Manwithastick,0.0,1.0,1.0
cia_baby,0.0,1.0,1.0
kRaZee_K,0.0,1.0,1.0
ninibabayy,1.0,0.0,1.0
ghawi,0.0,1.0,1.0
SirDrey,0.0,1.0,1.0
BKLYNBIZ,0.0,1.0,1.0
jessj102,0.0,1.0,1.0
ShaneSponagle,0.0,1.0,1.0
druey,1.0,0.0,1.0
alanzeyes,1.0,0.0,1.0
MichelleDK,0.0,1.0,1.0
kurreltheraven,1.0,1.0,2.0
konadora,0.0,1.0,1.0
Eternal_Enigma,1.0,0.0,1.0
Lala_the_diver,0.0,1.0,1.0
MikeyMcGinn,1.0,0.0,1.0
madkoe3,0.0,1.0,1.0
mystafied,0.0,1.0,1.0
ashleymc85,0.0,1.0,1.0
project_malawi,1.0,0.0,1.0
gregandrewmoore,1.0,0.0,1.0
juliemellen,0.0,1.0,1.0
Shabrow,0.0,1.0,1.0
duckjacobduck,0.0,1.0,1.0
GoddessLeonie,1.0,0.0,1.0
squeaki09,0.0,1.0,1.0
LLj84,0.0,1.0,1.0
jaclynware,0.0,1.0,1.0
TizBanana,2.0,2.0,4.0
aayjayarr,1.0,0.0,1.0
aprildawn21,0.0,1.0,1.0
therebecca,0.0,1.0,1.0
jdub,1.0,1.0,2.0
theaofa,0.0,1.0,1.0
iKE_LOVE,1.0,0.0,1.0
Rustypro,1.0,0.0,1.0
drew_knight,0.0,1.0,1.0
deborahcull,0.0,1.0,1.0
JesykaC,0.0,1.0,1.0
ssannddra,1.0,0.0,1.0
dandir78,0.0,1.0,1.0
Jessrenee21,1.0,0.0,1.0
ms_hsushi,0.0,1.0,1.0
alexrocks,0.0,1.0,1.0
silvarafire,0.0,1.0,1.0
jesslina,0.0,1.0,1.0
8DeMMaX,1.0,0.0,1.0
tonyquirk,0.0,1.0,1.0
thecrimx3,0.0,1.0,1.0
unsaidxwishes,0.0,2.0,2.0
Juliayeathatsme,0.0,1.0,1.0
ElyseGabrielle,0.0,2.0,2.0
mareeclo,0.0,1.0,1.0
KatherineKayos,0.0,2.0,2.0
RobCometX,0.0,1.0,1.0
Duckbeak,1.0,0.0,1.0
manzooro,0.0,1.0,1.0
Jayy008,0.0,1.0,1.0
austingarrison,0.0,1.0,1.0
steveMORGAN93,0.0,1.0,1.0
LordVader311,0.0,1.0,1.0
blackwhiteworld,0.0,1.0,1.0
inbarshany,1.0,0.0,1.0
xo_kitty,0.0,1.0,1.0
martialmichael,1.0,0.0,1.0
Kimmie13,0.0,1.0,1.0
thefallofmath,0.0,1.0,1.0
ohindiegirl,1.0,0.0,1.0
Kendra311,0.0,1.0,1.0
uliparker,1.0,0.0,1.0
CathyWaff,0.0,1.0,1.0
merejames,1.0,0.0,1.0
SianCity,0.0,1.0,1.0
Tay3rd,0.0,1.0,1.0
WalkingHorse,0.0,3.0,3.0
juicybeee,1.0,0.0,1.0
laurennp,0.0,1.0,1.0
bredeitner,0.0,1.0,1.0
daintiness,1.0,0.0,1.0
divafoever,0.0,1.0,1.0
mnget,0.0,1.0,1.0
hannah106,0.0,1.0,1.0
destrene,0.0,1.0,1.0
AvaAlcantara1,0.0,1.0,1.0
arab_freak,0.0,1.0,1.0
mysecretnsa,0.0,1.0,1.0
ksaldana07,0.0,1.0,1.0
Jess2212,0.0,1.0,1.0
angee310,0.0,1.0,1.0
anacaaroliina,0.0,1.0,1.0
gripusa,1.0,0.0,1.0
nathaliemira,1.0,0.0,1.0
Ghanim,0.0,1.0,1.0
No_sugars_lewis,1.0,0.0,1.0
NeenDhie,1.0,0.0,1.0
KimPossible40,0.0,1.0,1.0
caligirl999,0.0,1.0,1.0
halkmund,1.0,0.0,1.0
mr_billiam,2.0,0.0,2.0
ginwong,0.0,1.0,1.0
ErikTLA,1.0,0.0,1.0
SoOnErSbAbE14,0.0,1.0,1.0
COSMICEDICT,1.0,0.0,1.0
idanger09,0.0,1.0,1.0
Stuart0surf,1.0,0.0,1.0
haidakid,1.0,0.0,1.0
jesuissawyer,0.0,1.0,1.0
Misanthropic___,1.0,0.0,1.0
dcordrangel,1.0,0.0,1.0
zana_w,0.0,1.0,1.0
hottie_melissa,0.0,1.0,1.0
Ginabooohh,0.0,1.0,1.0
imatthijs,1.0,0.0,1.0
Hazleye_QT,1.0,0.0,1.0
Adrianne_,0.0,1.0,1.0
KNicholeMusic,1.0,0.0,1.0
mommykristin,0.0,1.0,1.0
ZT_,0.0,1.0,1.0
ReDrUmNZ,0.0,1.0,1.0
KendraBabiii,0.0,1.0,1.0
dominiquesainz,0.0,1.0,1.0
erinrose1983,0.0,1.0,1.0
giogoirocks,0.0,1.0,1.0
MichaelMcNeill,1.0,0.0,1.0
tinabits,0.0,1.0,1.0
leojeanette,1.0,0.0,1.0
DarbyMadison,0.0,1.0,1.0
JennEvangelista,0.0,1.0,1.0
SuperAuthor,0.0,1.0,1.0
ANGELLI_16,0.0,1.0,1.0
dressjunkie,1.0,0.0,1.0
NoTORIousTori,0.0,1.0,1.0
MarkMcKeeJr,0.0,1.0,1.0
scottyscott1,0.0,1.0,1.0
itslikesovonni,0.0,1.0,1.0
RoryBecker,2.0,0.0,2.0
angelica243,0.0,1.0,1.0
alextanPR,0.0,1.0,1.0
defrio29,1.0,0.0,1.0
jazzjeppe,1.0,0.0,1.0
IrishTvvin,1.0,0.0,1.0
choose2befit,0.0,1.0,1.0
OJthekid,1.0,0.0,1.0
lyndseo,0.0,1.0,1.0
ChefPatrick,0.0,1.0,1.0
XxMoOsxX,1.0,0.0,1.0
Black_Coffee_,1.0,0.0,1.0
cerencik,0.0,1.0,1.0
dinglehopper,0.0,1.0,1.0
fraggierocks,1.0,0.0,1.0
leahmichelle,1.0,1.0,2.0
vanwau,2.0,1.0,3.0
BSonger,1.0,0.0,1.0
Anastasia_Fall,0.0,1.0,1.0
southernbellex3,0.0,1.0,1.0
cwtsh,1.0,0.0,1.0
zomgzombii3,0.0,1.0,1.0
kimbannerman,0.0,1.0,1.0
newO_nyboR,0.0,1.0,1.0
LalisCR,0.0,1.0,1.0
svenwelzel,0.0,1.0,1.0
HoorayCookies,1.0,0.0,1.0
wow2000,1.0,0.0,1.0
jminfairytales,0.0,1.0,1.0
rockin_designer,1.0,0.0,1.0
lawrencecurtis,1.0,0.0,1.0
lucillechun,0.0,1.0,1.0
rewindbacktime,1.0,0.0,1.0
anndreeuhh,0.0,1.0,1.0
Rayray38,0.0,1.0,1.0
Trapes,0.0,1.0,1.0
beartwinsmom,0.0,1.0,1.0
deveshverma,0.0,1.0,1.0
Aloiv,0.0,1.0,1.0
Ltherockstar,0.0,1.0,1.0
onelikedrew,0.0,1.0,1.0
emmanuel_r,0.0,1.0,1.0
fan0sh,0.0,1.0,1.0
Luciousness,1.0,0.0,1.0
marcrogers,0.0,1.0,1.0
captainblubear,1.0,0.0,1.0
amitcb,1.0,0.0,1.0
dw,0.0,1.0,1.0
BMF1989,0.0,1.0,1.0
KaiPRwork,0.0,1.0,1.0
TwistedMacSista,0.0,1.0,1.0
JennysMyName,0.0,1.0,1.0
chilihead,0.0,1.0,1.0
crystilclara,0.0,1.0,1.0
djsnaxx,1.0,0.0,1.0
krismausser,1.0,0.0,1.0
MrTHill,0.0,1.0,1.0
TeresaMedeiros,0.0,1.0,1.0
jennnaaa16,0.0,1.0,1.0
nikksta,0.0,1.0,1.0
PandaCatBaby,1.0,0.0,1.0
ynasief,0.0,1.0,1.0
uniquelysteph,1.0,0.0,1.0
amutnick,0.0,1.0,1.0
HayleySmith16,1.0,0.0,1.0
Pentenscribes,0.0,2.0,2.0
sml06d,0.0,1.0,1.0
laDiiLeigh,0.0,1.0,1.0
gossipgirl___,1.0,0.0,1.0
jeniiRaves,0.0,1.0,1.0
ashlieGray,0.0,1.0,1.0
azlanabd,1.0,0.0,1.0
cassiebland,0.0,1.0,1.0
annasaccone,1.0,0.0,1.0
AggieSarah07,0.0,1.0,1.0
hannahfaulkes,0.0,1.0,1.0
SandraShowtime,1.0,0.0,1.0
holliebarden,0.0,1.0,1.0
carolinadj,0.0,1.0,1.0
pepinalex,1.0,0.0,1.0
ItsBrookeRyan,0.0,1.0,1.0
therealchloe,1.0,0.0,1.0
Jantien010,1.0,0.0,1.0
faranaaz,1.0,0.0,1.0
Cherry_Gryffon,1.0,1.0,2.0
mayerelle,0.0,1.0,1.0
stfuveronica,0.0,1.0,1.0
NickkFTW,0.0,1.0,1.0
samsamsamii,1.0,0.0,1.0
NickWCampbell,1.0,0.0,1.0
missamandarae23,0.0,1.0,1.0
waynehager,0.0,1.0,1.0
yinsatiable,0.0,1.0,1.0
djbubbalo,0.0,1.0,1.0
joebertl,0.0,1.0,1.0
Rieces_Pieces,1.0,0.0,1.0
give_love_a_try,0.0,1.0,1.0
heathercote,0.0,1.0,1.0
DANN3101,0.0,1.0,1.0
leneii,0.0,1.0,1.0
SJBoy74,0.0,1.0,1.0
eviittaaa,0.0,1.0,1.0
chrishalluk,1.0,0.0,1.0
Kangelbutterfly,1.0,0.0,1.0
hugabug79,0.0,1.0,1.0
mnickprokop,0.0,1.0,1.0
jilliebeanie,0.0,1.0,1.0
t_kawai,0.0,1.0,1.0
feldhaus,0.0,1.0,1.0
erinna6,0.0,1.0,1.0
Gina46,1.0,0.0,1.0
Belladax,0.0,1.0,1.0
Elliethinks,2.0,0.0,2.0
pixieangiexxx,0.0,1.0,1.0
danni82,0.0,1.0,1.0
bonniee_spain,1.0,0.0,1.0
paigeturner23,0.0,2.0,2.0
Keilabee,0.0,1.0,1.0
xoxocaroline,1.0,0.0,1.0
SarzNZ,0.0,1.0,1.0
steven_anthony,0.0,1.0,1.0
chellybelle,1.0,0.0,1.0
toosweet4rnr,1.0,1.0,2.0
_MiKaL_,0.0,1.0,1.0
nuttychris,1.0,0.0,1.0
5toSucceed,4.0,0.0,4.0
ilikeucozmos,2.0,0.0,2.0
JaneFoth,0.0,1.0,1.0
pooklets,0.0,1.0,1.0
phattgrooves,1.0,0.0,1.0
toryalcumbrac,0.0,1.0,1.0
WVOT,0.0,1.0,1.0
gob420,1.0,0.0,1.0
vipvirtualsols,2.0,1.0,3.0
Luvschweetheart,1.0,0.0,1.0
ahntipathika,1.0,0.0,1.0
yuenz,1.0,0.0,1.0
stu_jumpto,1.0,0.0,1.0
Crystal_Evansx3,0.0,1.0,1.0
HMLong,0.0,1.0,1.0
drewBdope,0.0,1.0,1.0
katebemee,1.0,0.0,1.0
FengJF,0.0,1.0,1.0
LeanneBennett,0.0,1.0,1.0
james51050,1.0,0.0,1.0
survifam,0.0,1.0,1.0
JeanBaileyRobor,0.0,1.0,1.0
ellen_g,1.0,0.0,1.0
vivajuliana,1.0,0.0,1.0
StatiK99,1.0,0.0,1.0
Jennifance,0.0,1.0,1.0
ODNETNIN,1.0,0.0,1.0
pawper,0.0,1.0,1.0
clst_rodriguez,0.0,1.0,1.0
MatthewBryan,0.0,1.0,1.0
zanessaXniley,0.0,1.0,1.0
highfive452,1.0,0.0,1.0
seaweed2k6,0.0,1.0,1.0
lovepowell,1.0,0.0,1.0
RyanK,0.0,2.0,2.0
moseyover,1.0,0.0,1.0
jrad_rofl,0.0,1.0,1.0
beautyphoebs,0.0,1.0,1.0
justbepositive,0.0,1.0,1.0
charmingroyalty,0.0,1.0,1.0
hana_chucker,1.0,0.0,1.0
iArtie,0.0,1.0,1.0
ChasRunner,0.0,2.0,2.0
MaudMF,0.0,1.0,1.0
loyalseidisixx,0.0,1.0,1.0
ebilb830,1.0,0.0,1.0
lohhw3,1.0,0.0,1.0
halophoenix,1.0,0.0,1.0
andersonmat,0.0,1.0,1.0
ohhhlizzie,0.0,1.0,1.0
rickysline1978,1.0,0.0,1.0
joyebeth,0.0,1.0,1.0
LauraLilyan,1.0,1.0,2.0
dneighbors,0.0,1.0,1.0
silleee,0.0,1.0,1.0
omgitscarooo,0.0,1.0,1.0
MysticFallout,1.0,0.0,1.0
xbiancaax,0.0,1.0,1.0
jnaci,0.0,1.0,1.0
beecake6,0.0,1.0,1.0
EQ2Ammber,1.0,0.0,1.0
erlendolsen,0.0,1.0,1.0
marabosanac,0.0,1.0,1.0
evilolive,0.0,1.0,1.0
lowerprice,1.0,0.0,1.0
rotub,1.0,0.0,1.0
lucymy22,0.0,1.0,1.0
wishingwhitney,0.0,1.0,1.0
jessiiemcfly,0.0,1.0,1.0
fadedmoon,3.0,0.0,3.0
almostcool,0.0,2.0,2.0
mzmandy40,0.0,1.0,1.0
sabrinabrinaxo,0.0,1.0,1.0
taryn205,0.0,1.0,1.0
maddyks,1.0,0.0,1.0
allieparry,0.0,2.0,2.0
jcc1126,0.0,1.0,1.0
kodieb,1.0,0.0,1.0
sylver_,0.0,1.0,1.0
NurseStacy,1.0,0.0,1.0
bohica,1.0,0.0,1.0
Becca_Jade,0.0,1.0,1.0
GerryCOnline,0.0,1.0,1.0
alexhaner,1.0,0.0,1.0
susancjsaidwhat,1.0,0.0,1.0
MsFoxxymethod,0.0,1.0,1.0
ellice_x,0.0,1.0,1.0
CharlotteSays,1.0,0.0,1.0
gingersuzal,1.0,0.0,1.0
zonib,1.0,0.0,1.0
tayhamm,0.0,1.0,1.0
thanh2go0d4u,0.0,1.0,1.0
Emma_Moule,1.0,0.0,1.0
geetz26,1.0,0.0,1.0
Muadgib,1.0,0.0,1.0
ByDezin,1.0,0.0,1.0
MizzJonas23,0.0,1.0,1.0
LaFleurs,0.0,1.0,1.0
kirbayy2012,0.0,1.0,1.0
e4126,0.0,1.0,1.0
peytoonie,0.0,1.0,1.0
Novocast,0.0,1.0,1.0
RoytelM,0.0,1.0,1.0
xjerx,1.0,0.0,1.0
twtfelipe,0.0,1.0,1.0
katiehuns,0.0,1.0,1.0
Artfullife4,1.0,0.0,1.0
jacky1542,0.0,1.0,1.0
agb57,0.0,1.0,1.0
MaxSchulze,1.0,0.0,1.0
hannahzdennis,0.0,1.0,1.0
podblack,1.0,0.0,1.0
Sir_Almo,0.0,1.0,1.0
JohnHimself,1.0,0.0,1.0
aprilliarea,0.0,1.0,1.0
AdamP_1,1.0,0.0,1.0
SunnyMe83,1.0,0.0,1.0
cintachantek,0.0,1.0,1.0
ToraLora770,0.0,1.0,1.0
knittedspecks,0.0,1.0,1.0
dching_jgcc,0.0,1.0,1.0
jphlip,0.0,1.0,1.0
jonathan51390,0.0,1.0,1.0
xKRBSx,1.0,0.0,1.0
helenmelon71,1.0,0.0,1.0
radink,0.0,1.0,1.0
Nauticusss,1.0,0.0,1.0
shanonnn,0.0,1.0,1.0
AshleyWarlick,0.0,1.0,1.0
crossy,1.0,0.0,1.0
tinyprint,0.0,1.0,1.0
nelly13,0.0,1.0,1.0
Danielle321,0.0,1.0,1.0
isabelle_marie,1.0,0.0,1.0
mDave,0.0,1.0,1.0
Baigey13,0.0,1.0,1.0
KateeQuan,0.0,1.0,1.0
melindarice,1.0,0.0,1.0
ellylucas,0.0,1.0,1.0
ehhh_victoria,0.0,1.0,1.0
lovelynessa,0.0,1.0,1.0
williswee,1.0,0.0,1.0
staceysterling,1.0,0.0,1.0
AnnieBurgos,1.0,0.0,1.0
PixelExecution,0.0,1.0,1.0
theCOLORofFIRE,0.0,1.0,1.0
lemontree111,0.0,1.0,1.0
MingandPing,0.0,1.0,1.0
Amberlizn,0.0,1.0,1.0
nchokkan,0.0,1.0,1.0
xdana01x,0.0,1.0,1.0
mattpaulthomas,1.0,0.0,1.0
creoucla,1.0,0.0,1.0
beccamoore09,0.0,1.0,1.0
LessaT,0.0,1.0,1.0
limbclock,1.0,0.0,1.0
HotTina,0.0,1.0,1.0
ilove1djdanger,0.0,1.0,1.0
QuelynnInc,0.0,1.0,1.0
SariiMa,0.0,1.0,1.0
jakewhitlatch,0.0,1.0,1.0
rarebre3d,1.0,0.0,1.0
Carlamariex,1.0,0.0,1.0
KimberlyBowling,0.0,1.0,1.0
TriciaBond,0.0,1.0,1.0
wilddogstudio,0.0,1.0,1.0
ohangie,1.0,0.0,1.0
emaatwell,0.0,1.0,1.0
Susanbish,0.0,1.0,1.0
pkdmedia,0.0,3.0,3.0
mojojaja,0.0,1.0,1.0
melissaheyy,1.0,0.0,1.0
adlyman,1.0,3.0,4.0
Meteora20,1.0,0.0,1.0
torrylike,0.0,1.0,1.0
JessL,0.0,1.0,1.0
missbeenj,0.0,1.0,1.0
laura_thompson,0.0,1.0,1.0
TheEmergency,0.0,1.0,1.0
mstephaniejamil,0.0,1.0,1.0
Jessica___xx,0.0,1.0,1.0
readandbreathe,0.0,1.0,1.0
danceoffmychest,0.0,1.0,1.0
inlovewithsteff,1.0,0.0,1.0
mike_san03,0.0,1.0,1.0
TaliyAllTimeLow,2.0,0.0,2.0
ourellie,1.0,0.0,1.0
AshleyKrohn,0.0,1.0,1.0
RayWJ,1.0,0.0,1.0
prawnstar,0.0,2.0,2.0
M_Goose_Laurali,0.0,1.0,1.0
melandmckenna,0.0,1.0,1.0
russmaxdesign,1.0,0.0,1.0
lumjeta,0.0,1.0,1.0
bamkahn,0.0,1.0,1.0
affy7ann,0.0,1.0,1.0
nathanryder,3.0,1.0,4.0
dancingsisters,0.0,1.0,1.0
Sonya_gee,0.0,1.0,1.0
pmill21,0.0,1.0,1.0
xoxpuffxox,1.0,0.0,1.0
jjsteffe,0.0,1.0,1.0
glasswentsmash,0.0,1.0,1.0
iRockIsh,0.0,1.0,1.0
aalexissrandall,0.0,1.0,1.0
krtstfu,1.0,0.0,1.0
emmamacaulay,1.0,0.0,1.0
Plip,0.0,1.0,1.0
Ailin_DG,0.0,1.0,1.0
aleksandera,1.0,0.0,1.0
jessicab012,0.0,1.0,1.0
dnmascolo,1.0,0.0,1.0
omgitspaige,1.0,0.0,1.0
sharronberlin,1.0,0.0,1.0
blondebelss,0.0,1.0,1.0
PeanutGregory,2.0,0.0,2.0
SusieSprinkle,0.0,1.0,1.0
DamnDiZzii,0.0,1.0,1.0
MaryannFFTD,0.0,1.0,1.0
jadedownes,1.0,0.0,1.0
NelleHester,0.0,1.0,1.0
unpredictablexo,1.0,0.0,1.0
Moriasreadings,2.0,0.0,2.0
invalid_reality,0.0,1.0,1.0
FiveOMG,0.0,1.0,1.0
romaiel,1.0,0.0,1.0
France23,0.0,1.0,1.0
gwto,0.0,1.0,1.0
angelsdust,0.0,1.0,1.0
HayleyNqahuia,1.0,0.0,1.0
ouiouistiti,1.0,0.0,1.0
LoveStonedByJT,0.0,1.0,1.0
BrendaDayes,1.0,0.0,1.0
crystalbeatrice,1.0,0.0,1.0
shuze,1.0,0.0,1.0
lovexxpeace_,0.0,1.0,1.0
elmokeep,0.0,1.0,1.0
TUID,1.0,0.0,1.0
shafie87,0.0,2.0,2.0
rickwhittington,0.0,1.0,1.0
kevbarnesphoto,1.0,0.0,1.0
daisyspetals,0.0,1.0,1.0
Nadia_Bellamont,0.0,1.0,1.0
jaaazzyy,0.0,1.0,1.0
elouiselouw,1.0,0.0,1.0
babypooh_rb,1.0,0.0,1.0
zoeredfern,1.0,0.0,1.0
liyananadhirah,1.0,0.0,1.0
TravelingVeg,0.0,1.0,1.0
eunseam,0.0,1.0,1.0
kippoe,0.0,1.0,1.0
sprinkles_,1.0,0.0,1.0
CatWillEatYou,0.0,1.0,1.0
AfroSamuraiGirl,0.0,1.0,1.0
mangoiolas,1.0,0.0,1.0
gapeachelle,0.0,1.0,1.0
ShayyyG,0.0,1.0,1.0
ROMAISSA,1.0,0.0,1.0
mc2victoria,1.0,0.0,1.0
SteffNasty,1.0,0.0,1.0
MommasintheHous,0.0,1.0,1.0
J_Dalgliesh,1.0,0.0,1.0
celiacelia07,0.0,1.0,1.0
eleanorng,1.0,0.0,1.0
pato_30stm,0.0,1.0,1.0
AnikoHeartsJon,0.0,1.0,1.0
mario57,0.0,1.0,1.0
thaibarcella,0.0,1.0,1.0
MISSMARY77,2.0,0.0,2.0
kate38381849,0.0,1.0,1.0
theaak,1.0,0.0,1.0
KristiMcHugh,0.0,1.0,1.0
kateellen6,0.0,1.0,1.0
MsAmeliaBadila,0.0,2.0,2.0
ampollokoff,0.0,1.0,1.0
Tamy75,1.0,0.0,1.0
Adam_Is,1.0,0.0,1.0
tehjakers,0.0,1.0,1.0
eliscya,1.0,0.0,1.0
LVega3,0.0,1.0,1.0
tweeteradder13,0.0,2.0,2.0
dcgirl627,0.0,1.0,1.0
_MandaPanda_,0.0,1.0,1.0
Pandabeara,0.0,1.0,1.0
jennaphillips,1.0,0.0,1.0
LKC_x,1.0,0.0,1.0
stephie70,0.0,1.0,1.0
Firefly_32,0.0,1.0,1.0
kiki85,0.0,1.0,1.0
geenah_,1.0,0.0,1.0
m0llybr00t4l,0.0,1.0,1.0
caitcouturexo,1.0,0.0,1.0
Kesti,0.0,1.0,1.0
PeterDawoud,1.0,0.0,1.0
Prospekt42,0.0,1.0,1.0
CarmennKiidd,0.0,1.0,1.0
caffeinatedkate,0.0,1.0,1.0
BevClement,1.0,0.0,1.0
hoggard,0.0,1.0,1.0
MorningstarRock,1.0,0.0,1.0
delladellchippy,1.0,0.0,1.0
roryna,1.0,0.0,1.0
pavelgee,1.0,0.0,1.0
urbanreba,0.0,1.0,1.0
faithsonshyne,1.0,2.0,3.0
